3267,3203.232000
3268,3211.890000
3288,3217.588000
3293,3221.980000
3293,3225.544000
3297,3228.280000
3297,3231.506000
3306,3235.350000
3309,3239.126000
3310,3241.812000
3311,3245.038000
3311,3246.706000
3311,3248.130000
3312,3249.066000
3313,3249.910000
3313,3250.120000
3313,3251.174000
3313,3250.438000
3313,3252.372000
3313,3252.344000
3313,3253.052000
3313,3253.250000
3313,3253.460000
3313,3253.988000
3313,3253.996000
3313,3254.358000
3313,3254.626000
3313,3254.830000
3313,3255.232000
3313,3255.590000
3313,3255.620000
3313,3256.152000
3313,3256.286000
3313,3256.220000
3313,3256.728000
3313,3256.266000
3313,3256.862000
3313,3257.314000
3313,3257.462000
3313,3257.614000
3313,3257.864000
3313,3258.134000
3313,3257.688000
3313,3258.182000
3313,3258.260000
3313,3258.736000
3313,3258.770000
3313,3258.712000
3313,3259.146000
3313,3259.618000
3313,3259.436000
3313,3259.362000
3313,3259.460000
3313,3259.212000
3313,3259.634000
3313,3259.618000
3313,3260.096000
3313,3259.462000
3313,3260.132000
3313,3260.520000
3313,3260.668000
3313,3260.044000
3313,3260.346000
3313,3260.526000
3313,3260.890000
3313,3260.924000
3313,3261.274000
3313,3261.662000
3313,3260.790000
3313,3260.896000
3313,3261.344000
3313,3261.672000
3313,3261.342000
3313,3261.548000
3313,3261.570000
3313,3261.664000
3313,3262.038000
3313,3261.242000
3313,3261.752000
3313,3261.832000
3313,3261.536000
3313,3262.258000
3313,3262.048000
3313,3262.586000
3313,3262.144000
3313,3262.122000
3313,3261.970000
3313,3262.068000
3313,3262.838000
3313,3262.688000
3313,3262.418000
3313,3262.330000
3313,3262.690000
3313,3262.456000
3313,3262.936000
3313,3262.790000
3313,3262.780000
3313,3263.192000
3313,3263.238000
3313,3262.706000
3313,3263.376000
3313,3263.442000
3313,3263.776000
3313,3263.656000
3313,3263.818000
3313,3263.984000
3313,3264.288000
3313,3264.114000
3313,3264.658000
3313,3264.074000
3313,3264.998000
3313,3264.098000
3313,3264.838000
3313,3264.954000
3313,3264.758000
3313,3265.190000
3313,3264.836000
3313,3264.952000
3313,3264.912000
3313,3264.800000
3313,3264.896000
3313,3265.228000
3313,3265.440000
3313,3264.542000
3313,3265.166000
3313,3264.392000
3313,3265.396000
3313,3265.440000
3313,3265.316000
3313,3265.464000
3313,3265.624000
3313,3265.522000
3313,3265.684000
3313,3265.722000
3313,3265.736000
3313,3266.172000
3313,3266.480000
3313,3265.960000
3313,3266.254000
3313,3266.432000
3313,3266.174000
3313,3266.140000
3313,3266.438000
3313,3265.608000
3313,3265.922000
3313,3266.314000
3313,3266.332000
3313,3266.410000
3313,3266.998000
3313,3267.052000
3313,3267.180000
3313,3267.566000
3313,3267.374000
3313,3266.414000
3313,3267.494000
3313,3267.398000
3313,3267.372000
3313,3267.270000
3313,3267.004000
3313,3266.978000
3313,3267.752000
3313,3266.858000
3313,3267.270000
3313,3267.322000
3313,3266.532000
3313,3267.320000
3313,3266.372000
3313,3266.658000
3313,3266.168000
3313,3266.984000
3313,3266.172000
3313,3267.050000
3313,3266.760000
3313,3267.114000
3313,3266.474000
3313,3266.844000
3313,3266.882000
3313,3266.334000
3313,3266.424000
3313,3266.824000
3313,3266.762000
3313,3267.064000
3313,3267.302000
3313,3267.558000
3313,3266.994000
3313,3267.408000
3313,3267.306000
3313,3267.964000
3313,3267.730000
3313,3267.314000
3313,3267.756000
3313,3267.942000
3313,3268.040000
3313,3267.848000
3313,3267.832000
3313,3267.836000
3313,3267.944000
3313,3267.038000
3313,3267.310000
3313,3267.568000
3313,3267.746000
3313,3267.292000
3313,3267.254000
3313,3267.834000
3313,3266.614000
3313,3267.274000
3313,3266.674000
3313,3267.168000
3313,3267.380000
3313,3267.110000
3313,3266.754000
3313,3266.952000
3313,3266.074000
3313,3266.786000
3313,3266.238000
3313,3266.844000
3313,3266.462000
3313,3266.502000
3313,3266.366000
3313,3266.506000
3313,3266.362000
3313,3266.494000
3313,3266.364000
3313,3266.124000
3313,3266.116000
3313,3266.502000
3313,3266.818000
3313,3266.742000
3313,3266.426000
3313,3266.086000
3313,3266.120000
3313,3266.796000
3313,3266.938000
3313,3265.816000
3313,3266.512000
3313,3266.552000
3313,3265.702000
3313,3266.706000
3313,3266.714000
3313,3266.656000
3313,3266.968000
3313,3266.926000
3313,3266.920000
3313,3267.094000
3313,3266.772000
3313,3266.662000
3313,3266.232000
3313,3266.558000
3313,3266.212000
3313,3266.132000
3313,3266.794000
3313,3266.758000
3313,3266.396000
3313,3266.738000
3313,3267.390000
3313,3267.190000
3313,3267.474000
3313,3267.456000
3313,3267.012000
3313,3266.992000
3313,3267.202000
3313,3267.640000
3313,3267.276000
3313,3267.564000
3313,3266.900000
3313,3267.178000
3313,3267.554000
3313,3267.882000
3313,3267.492000
3313,3268.102000
3313,3267.948000
3313,3268.416000
3313,3268.098000
3313,3268.178000
3313,3267.952000
3313,3267.588000
3313,3267.172000
3313,3266.768000
